N;Grupo;Animal;Dosagem;PA_mmHg;Desvio_PA;Ptr_cmH2O;Desvio_Ptr;Perturbacao
2997;WKY 21 Semanas Tratados;3;100 ug/kg;313,209;8,343,062,574;4,018,984,625;1,586,495,194;12
2998;WKY 21 Semanas Tratados;3;100 ug/kg;31,049;8,871,110,586;4,287,826,846;1,562,844,443;13
2999;WKY 21 Semanas Tratados;3;100 ug/kg;316,803;9,088,562,182;4,137,985,832;1,537,614,087;14
3000;WKY 21 Semanas Tratados;3;100 ug/kg;3,182,692,653;9,045,670,662;4,009,763,708;1,537,884,631;15
3001;WKY 21 Semanas Tratados;4;PBS;5,419,485,714;832,126,693;4,007,238,238;1,312,712,195;1
3002;WKY 21 Semanas Tratados;4;PBS;5,490,985,278;7,104,693,871;3,858,060,294;1,314,291,578;2
3003;WKY 21 Semanas Tratados;4;PBS;5,895,399,348;6,992,341,304;4,067,994,125;1,332,772,137;3
3004;WKY 21 Semanas Tratados;4;PBS;6,091,667,501;6,503,721,237;4,284,736,716;1,336,823,809;4
3005;WKY 21 Semanas Tratados;4;PBS;6,867,777,998;6,628,898,694;3,957,008,539;1,352,481,352;5
3006;WKY 21 Semanas Tratados;4;PBS;654,598,871;7,376,440,996;400,616,205;1,353,303,503;6
3007;WKY 21 Semanas Tratados;4;PBS;6,931,059,588;7,052,323,765;3,999,580,805;1,357,213,768;7
3008;WKY 21 Semanas Tratados;4;PBS;6,533,180,392;6,313,064,645;4,094,638,554;1,375,057,727;8
3009;WKY 21 Semanas Tratados;4;PBS;6,550,434,884;6,130,050,003;4,054,692,565;1,383,269,366;9
3010;WKY 21 Semanas Tratados;4;PBS;6,742,600,286;782,936,883;3,922,181,387;1,394,163,423;10
3011;WKY 21 Semanas Tratados;4;PBS;6,627,662,605;6,952,338,052;4,137,719,583;1,399,370,395;11
3012;WKY 21 Semanas Tratados;4;PBS;6,752,671,554;7,518,371,882;4,052,467,476;1,399,513,483;12
3013;WKY 21 Semanas Tratados;4;PBS;648,261,951;6,638,470,527;4,119,979,206;1,401,980,988;13
3014;WKY 21 Semanas Tratados;4;PBS;6,234,517,715;6,997,698,447;3,987,910,836;1,394,127,482;14
3015;WKY 21 Semanas Tratados;4;PBS;5,966,486,169;6,769,527,839;4,282,775,648;1,398,266,264;15
3016;WKY 21 Semanas Tratados;4;3 ug/kg;4,561,634,573;9,293,582,832;4,139,871,828;1,375,641,998;1
3017;WKY 21 Semanas Tratados;4;3 ug/kg;5,690,414,295;7,925,216,059;4,172,482,732;1,401,923,257;2
3018;WKY 21 Semanas Tratados;4;3 ug/kg;5,169,878,224;6,009,791,283;4,221,847,962;139,016,527;3
3019;WKY 21 Semanas Tratados;4;3 ug/kg;5,813,628,547;8,252,923,396;4,243,509,016;1,390,581,738;4
3020;WKY 21 Semanas Tratados;4;3 ug/kg;5,948,117,059;8,726,781,823;4,135,094,736;1,393,929,403;5
3021;WKY 21 Semanas Tratados;4;3 ug/kg;5,565,306,515;6,927,558,305;4,144,207,974;1,395,186,055;6
3022;WKY 21 Semanas Tratados;4;3 ug/kg;6,318,593,718;8,068,722,626;4,150,742,854;1,389,568,334;7
3023;WKY 21 Semanas Tratados;4;3 ug/kg;6,333,923,788;8,255,903,317;4,112,864,131;1,396,273,863;8
3024;WKY 21 Semanas Tratados;4;3 ug/kg;5,963,000,278;6,809,348,891;3,918,710,611;1,400,147,413;9
3025;WKY 21 Semanas Tratados;4;3 ug/kg;6,575,333,651;7,986,940,946;3,866,351,338;1,397,638,225;10
3026;WKY 21 Semanas Tratados;4;3 ug/kg;635,144;8,270,307,155;3,834,235,539;1,397,835,207;11
3027;WKY 21 Semanas Tratados;4;3 ug/kg;5,897,269,013;5,919,010,116;414,881,389;1,395,889,753;12
3028;WKY 21 Semanas Tratados;4;3 ug/kg;5,921,828,877;8,813,781,075;374,707,071;139,106,482;13
3029;WKY 21 Semanas Tratados;4;3 ug/kg;6,042,716,984;6,678,943,686;4,310,050,816;138,430,344;14
3030;WKY 21 Semanas Tratados;4;3 ug/kg;5,992,810,538;5,921,651,164;4,164,444,735;139,509,905;15
3031;WKY 21 Semanas Tratados;4;10 ug/kg;4,378,064,038;1,003,945,389;3,981,754,482;1,624,270,776;1
3032;WKY 21 Semanas Tratados;4;10 ug/kg;4,856,138,686;6,429,007,735;4,215,121,189;1,628,936,053;2
3033;WKY 21 Semanas Tratados;4;10 ug/kg;5,033,698,295;8,055,043,197;4,123,024,037;1,504,084,357;3
3034;WKY 21 Semanas Tratados;4;10 ug/kg;4,873,449,245;7,705,638,082;4,193,058,135;1,450,974,763;4
3035;WKY 21 Semanas Tratados;4;10 ug/kg;5,314,640,943;8,730,731,178;3,818,952,036;141,003,803;5
3036;WKY 21 Semanas Tratados;4;10 ug/kg;5,220,839,704;7,856,404,219;4,076,412,388;1,393,023,238;6
3037;WKY 21 Semanas Tratados;4;10 ug/kg;4,982,890,189;5,773,644,098;4,102,166,241;1,381,640,954;7
3038;WKY 21 Semanas Tratados;4;10 ug/kg;5,415,658,319;816,670,198;4,125,633,145;1,389,378,256;8
3039;WKY 21 Semanas Tratados;4;10 ug/kg;5,348,763,191;6,102,993,699;4,189,611,652;1,367,501,732;9
3040;WKY 21 Semanas Tratados;4;10 ug/kg;5,248,304,914;5,967,215,315;4,149,793,104;1,375,802,536;10
3041;WKY 21 Semanas Tratados;4;10 ug/kg;5,763,200,032;6,939,304,258;4,098,892,846;1,364,692,368;11
3042;WKY 21 Semanas Tratados;4;10 ug/kg;5,709,610,126;7,094,497,119;3,919,193,302;1,365,997,777;12
3043;WKY 21 Semanas Tratados;4;10 ug/kg;5,253,061,481;7,829,481,214;409,856,054;1,366,572,135;13
3044;WKY 21 Semanas Tratados;4;10 ug/kg;5,537,630,769;7,166,898,812;4,081,886,342;1,364,726,364;14
3045;WKY 21 Semanas Tratados;4;10 ug/kg;5,587,230,334;6,713,052,073;4,032,482,069;1,380,103,172;15
3046;WKY 21 Semanas Tratados;4;30 ug/kg;3,925,077,466;8,934,543,046;4,255,416,761;281,216,748;1
3047;WKY 21 Semanas Tratados;4;30 ug/kg;4,355,741,768;6,102,856,802;4,402,652,255;3,543,082,536;2
3048;WKY 21 Semanas Tratados;4;30 ug/kg;3,907,277,326;5,251,656,821;3,933,078,006;2,343,118,245;3
3049;WKY 21 Semanas Tratados;4;30 ug/kg;4,442,965,444;9,991,436,629;4,327,887,589;1,750,703,261;4
3050;WKY 21 Semanas Tratados;4;30 ug/kg;4,298,264,064;8,667,674,845;4,337,012,198;1,532,612,979;5
3051;WKY 21 Semanas Tratados;4;30 ug/kg;3,949,049,073;6,918,557,169;4,086,827,693;1,448,890,731;6
3052;WKY 21 Semanas Tratados;4;30 ug/kg;4,349,762,162;8,933,454,165;4,321,017,411;1,398,604,094;7
3053;WKY 21 Semanas Tratados;4;30 ug/kg;4,374,712,362;8,811,701,331;4,128,743,857;1,380,701,432;8
3054;WKY 21 Semanas Tratados;4;30 ug/kg;413,954,259;7,733,244,745;4,116,110,378;1,366,306,117;9
3055;WKY 21 Semanas Tratados;4;30 ug/kg;4,688,475,897;9,672,374,642;4,065,221,002;1,360,892,739;10
3056;WKY 21 Semanas Tratados;4;30 ug/kg;4,585,349,211;9,232,553,165;4,074,447,209;1,353,312,576;11
3057;WKY 21 Semanas Tratados;4;30 ug/kg;4,454,743,514;8,376,863,351;4,156,194,082;1,344,037,112;12
3058;WKY 21 Semanas Tratados;4;30 ug/kg;4,422,633,243;8,941,035,165;3,833,984,563;1,344,225,788;13
3059;WKY 21 Semanas Tratados;4;30 ug/kg;4,591,490,128;8,545,724,125;4,018,620,288;1,332,196,336;14
3060;WKY 21 Semanas Tratados;4;30 ug/kg;460,444,997;695,004,554;4,062,598,246;1,334,172,817;15
3061;WKY 21 Semanas Tratados;4;100 ug/kg;3,674,515,879;734,698,939;4,225,013,371;4,439,816,166;1
3062;WKY 21 Semanas Tratados;4;100 ug/kg;3,482,308,919;3,459,468,322;3,868,017,043;7,194,411,978;2
3063;WKY 21 Semanas Tratados;4;100 ug/kg;3,339,468,719;6,379,761,785;4,443,889,246;5,970,740,915;3
3064;WKY 21 Semanas Tratados;4;100 ug/kg;3,045,165,725;5,912,501,547;4,587,279,253;3,629,737,798;4
3065;WKY 21 Semanas Tratados;4;100 ug/kg;3,640,727,143;1,035,602;4,362,411,479;2,511,821,446;5
3066;WKY 21 Semanas Tratados;4;100 ug/kg;373,647;1,117,028,584;4,258,420,611;2,087,993,033;6
3067;WKY 21 Semanas Tratados;4;100 ug/kg;350,974;1,035,375,232;4,121,801,244;1,831,394,958;7
3068;WKY 21 Semanas Tratados;4;100 ug/kg;377,829;113,287,516;4,411,389,422;1,671,820,297;8
3069;WKY 21 Semanas Tratados;4;100 ug/kg;3,790,010,101;115,802,228;4,426,031,732;1,564,183,502;9
3070;WKY 21 Semanas Tratados;4;100 ug/kg;341,911;9,058,062,323;3,892,150,288;1,529,077,282;10
3071;WKY 21 Semanas Tratados;4;100 ug/kg;388,694;1,248,065,168;4,215,999,856;1,480,179,424;11
3072;WKY 21 Semanas Tratados;4;100 ug/kg;3,632,576,509;9,800,971,073;4,121,308,048;1,443,645,635;12
3073;WKY 21 Semanas Tratados;4;100 ug/kg;3,529,439,767;9,605,659,516;4,299,030,862;1,410,280,054;13
3074;WKY 21 Semanas Tratados;4;100 ug/kg;3,536,167,073;9,230,172,664;4,232,207,338;1,392,844,701;14
3075;WKY 21 Semanas Tratados;4;100 ug/kg;3,706,958,182;1,023,465,966;4,342,441,992;1,376,469,777;15
3076;WKY 21 Semanas Tratados;5;PBS;6,469,692,308;7,614,571,952;4,080,482,903;1,253,250,279;1
3077;WKY 21 Semanas Tratados;5;PBS;6,924,076,923;7,217,214,944;3,947,746,484;1,265,748,745;2
3078;WKY 21 Semanas Tratados;5;PBS;7,101,980,334;655,529,238;3,697,895,853;1,255,964,587;3
3079;WKY 21 Semanas Tratados;5;PBS;704,974;6,524,130,346;3,742,035,753;1,261,049,066;4
3080;WKY 21 Semanas Tratados;5;PBS;7,715,301,587;6,630,973,177;4,013,798,306;1,275,452,201;5
3081;WKY 21 Semanas Tratados;5;PBS;7,837,081,856;6,406,991,968;400,891,917;1,279,192,771;6
3082;WKY 21 Semanas Tratados;5;PBS;7,423,354,589;6,585,872,821;3,971,541,905;1,285,690,705;7
3083;WKY 21 Semanas Tratados;5;PBS;7,603,900,088;6,650,670,293;3,990,958,499;1,291,424,178;8
3084;WKY 21 Semanas Tratados;5;PBS;7,736,210,859;6,559,820,779;4,040,963,029;1,302,615,089;9
3085;WKY 21 Semanas Tratados;5;PBS;7,599,227,801;6,737,184,479;3,961,729,319;1,301,367,789;10
3086;WKY 21 Semanas Tratados;5;PBS;7,636,694,738;6,581,389,845;4,071,164,877;1,311,829,313;11
3087;WKY 21 Semanas Tratados;5;PBS;7,850,687,199;7,000,556,743;3,991,209,812;1,317,279,776;12
3088;WKY 21 Semanas Tratados;5;PBS;7,780,478,571;7,176,543,697;4,000,303,001;131,812,526;13
3089;WKY 21 Semanas Tratados;5;PBS;8,043,287,689;6,960,453,547;408,172,635;1,317,037,829;14
3090;WKY 21 Semanas Tratados;5;PBS;7,398,473,898;6,090,294,652;3,954,509,138;1,336,180,872;15
3091;WKY 21 Semanas Tratados;5;3 ug/kg;494,907;1,095,935,699;386,081,927;1,326,734,457;1
3092;WKY 21 Semanas Tratados;5;3 ug/kg;615,413;9,414,815,281;408,054,433;1,324,286,831;2
3093;WKY 21 Semanas Tratados;5;3 ug/kg;647,739;8,699,938,685;403,012,724;132,512,463;3
3094;WKY 21 Semanas Tratados;5;3 ug/kg;602,927,381;6,304,259,651;4,149,563,901;1,321,423,598;4
3095;WKY 21 Semanas Tratados;5;3 ug/kg;721,468;8,090,309,689;3,898,879,752;1,329,004,081;5
3096;WKY 21 Semanas Tratados;5;3 ug/kg;734,743;7,765,251,562;376,708,362;1,326,175,485;6
3097;WKY 21 Semanas Tratados;5;3 ug/kg;6,923,844,865;4,485,723,016;3,981,339,836;1,331,080,584;7
3098;WKY 21 Semanas Tratados;5;3 ug/kg;7,831,818,641;6,281,794,716;4,130,876,466;1,330,183,455;8
3099;WKY 21 Semanas Tratados;5;3 ug/kg;8,158,091,837;7,355,648,799;3,851,638,792;1,342,051,992;9
3100;WKY 21 Semanas Tratados;5;3 ug/kg;794,782;7,171,079,034;4,050,441,542;1,338,925,008;10
3101;WKY 21 Semanas Tratados;5;3 ug/kg;860,377;7,232,555,028;3,752,989,026;1,340,923,774;11
3102;WKY 21 Semanas Tratados;5;3 ug/kg;857,463;7,103,220,447;3,687,108,189;135,460,735;12
3103;WKY 21 Semanas Tratados;5;3 ug/kg;813,808;7,173,585,903;4,020,531,973;1,333,724,435;13
3104;WKY 21 Semanas Tratados;5;3 ug/kg;8,347,141,414;7,032,956,967;4,079,664,532;1,334,843,043;14
3105;WKY 21 Semanas Tratados;5;3 ug/kg;861,772;6,809,576,157;4,104,884,357;1,337,780,429;15
3106;WKY 21 Semanas Tratados;5;10 ug/kg;527,145;1,162,393,685;4,232,527,811;1,464,932,785;1
3107;WKY 21 Semanas Tratados;5;10 ug/kg;5,808,929,293;1,164,686,279;4,114,083,093;1,465,517,481;2
3108;WKY 21 Semanas Tratados;5;10 ug/kg;5,855,951,818;1,015,867,133;4,113,042,318;1,433,916,332;3
3109;WKY 21 Semanas Tratados;5;10 ug/kg;576,558;9,012,795,078;4,159,175,428;1,398,457,014;4
3110;WKY 21 Semanas Tratados;5;10 ug/kg;6,267,685,979;8,853,444,335;3,860,178,709;1,373,819,528;5
3111;WKY 21 Semanas Tratados;5;10 ug/kg;637,052;8,924,909,923;4,116,912,855;1,361,562,978;6
3112;WKY 21 Semanas Tratados;5;10 ug/kg;627,892;8,433,320,838;4,245,561,949;1,361,047,876;7
3113;WKY 21 Semanas Tratados;5;10 ug/kg;669,245,525;6,799,224,467;4,112,398,294;1,356,142,048;8
3114;WKY 21 Semanas Tratados;5;10 ug/kg;694,736;853,044,003;4,089,047,023;1,355,118,101;9
3115;WKY 21 Semanas Tratados;5;10 ug/kg;6,828,848,485;8,343,698,877;4,111,676,695;1,353,752,104;10
3116;WKY 21 Semanas Tratados;5;10 ug/kg;7,371,834,021;819,242,035;4,129,036,389;135,978,151;11
3117;WKY 21 Semanas Tratados;5;10 ug/kg;7,285,292,929;8,428,391,796;4,114,698,183;1,358,515,314;12
3118;WKY 21 Semanas Tratados;5;10 ug/kg;68,994;8,421,131,909;411,536,935;1,356,674,027;13
3119;WKY 21 Semanas Tratados;5;10 ug/kg;712,493;8,131,816,333;3,837,888,311;1,366,700,191;14
3120;WKY 21 Semanas Tratados;5;10 ug/kg;7,113,985,102;7,840,491,294;4,079,799,529;1,356,852,944;15
3121;WKY 21 Semanas Tratados;5;30 ug/kg;4,578,036,683;1,106,634,583;4,030,446,643;2,187,667,247;1
3122;WKY 21 Semanas Tratados;5;30 ug/kg;4,530,024,286;876,251,852;3,821,402,899;2,895,266,094;2
3123;WKY 21 Semanas Tratados;5;30 ug/kg;4,616,177,059;1,052,461,553;4,174,172,994;2,137,866,763;3
3124;WKY 21 Semanas Tratados;5;30 ug/kg;4,467,803,529;931,167,241;3,964,410,386;162,465,801;4
3125;WKY 21 Semanas Tratados;5;30 ug/kg;4,862,524,324;1,080,437,032;4,127,657,611;1,478,203,133;5
3126;WKY 21 Semanas Tratados;5;30 ug/kg;4,678,295,786;930,634,198;3,928,063,571;1,395,880,142;6
3127;WKY 21 Semanas Tratados;5;30 ug/kg;4,872,195,263;1,043,302,837;4,029,590,082;1,337,168,442;7
3128;WKY 21 Semanas Tratados;5;30 ug/kg;4,842,760,762;9,210,203,151;3,845,430,745;1,321,853,041;8
3129;WKY 21 Semanas Tratados;5;30 ug/kg;4,781,871,622;8,840,891,496;3,860,105,376;131,358,092;9
3130;WKY 21 Semanas Tratados;5;30 ug/kg;5,133,707,071;1,019,337,903;4,102,101,485;1,283,815,193;10
3131;WKY 21 Semanas Tratados;5;30 ug/kg;528,593;9,572,288,418;4,029,842,956;1,282,964,158;11
3132;WKY 21 Semanas Tratados;5;30 ug/kg;5,217,261,563;8,788,508,998;3,917,577,983;1,288,578,336;12
3133;WKY 21 Semanas Tratados;5;30 ug/kg;5,035,438,684;9,134,423,702;3,665,581,845;1,280,021,207;13
3134;WKY 21 Semanas Tratados;5;30 ug/kg;5,203,262,626;8,948,283,108;3,863,228,562;127,815,522;14
3135;WKY 21 Semanas Tratados;5;30 ug/kg;5,348,928,462;8,259,739,365;382,149,849;1,284,829,684;15
3136;WKY 21 Semanas Tratados;5;100 ug/kg;430,066;1,002,104,777;3,884,164,749;3,977,256,347;1
3137;WKY 21 Semanas Tratados;5;100 ug/kg;3,994,257,773;1,054,557,201;3,778,643,737;6,697,186;2
3138;WKY 21 Semanas Tratados;5;100 ug/kg;3,562,979,226;8,227,211,524;4,317,613,594;5,221,289,892;3
3139;WKY 21 Semanas Tratados;5;100 ug/kg;3,204,758,333;7,440,335,443;413,458,558;2,993,096,162;4
3140;WKY 21 Semanas Tratados;5;100 ug/kg;3,645,124,634;998,530,961;400,619,606;2,164,120,838;5
3141;WKY 21 Semanas Tratados;5;100 ug/kg;3,673,444,444;1,056,719,734;4,039,451,539;1,776,540,136;6
3142;WKY 21 Semanas Tratados;5;100 ug/kg;339,006;9,315,267,453;3,792,538,175;1,537,691,682;7
3143;WKY 21 Semanas Tratados;5;100 ug/kg;3,779,734,694;1,093,464,046;3,937,816,284;1,433,768,228;8
3144;WKY 21 Semanas Tratados;5;100 ug/kg;36,214;1,051,571,801;3,922,381,218;1,350,512,596;9
3145;WKY 21 Semanas Tratados;5;100 ug/kg;340,585;9,636,859,413;3,678,875,933;133,273,482;10
3146;WKY 21 Semanas Tratados;5;100 ug/kg;3,672,282,828;1,051,145,789;3,966,187,305;1,288,617,578;11
3147;WKY 21 Semanas Tratados;5;100 ug/kg;364,756;1,077,301,111;3,878,619,489;1,265,695,223;12
3148;WKY 21 Semanas Tratados;5;100 ug/kg;350,598;1,019,351,011;4,007,769,745;1,243,596,072;13
3149;WKY 21 Semanas Tratados;5;100 ug/kg;356,223;1,055,423,759;3,659,305,344;1,242,990,677;14
3150;WKY 21 Semanas Tratados;5;100 ug/kg;3,477,526,042;952,528,501;4,019,989,081;1,226,000,204;15
3151;WKY 21 Semanas Tratados;6;PBS;4,491,385,675;7,695,287,357;4,061,343,698;1,163,270,494;1
3152;WKY 21 Semanas Tratados;6;PBS;5,132,351,367;8,842,359,802;3,756,686,102;1,173,337,918;2
3153;WKY 21 Semanas Tratados;6;PBS;4,914,091,111;7,131,105,966;3,519,426,753;1,181,319,968;3
3154;WKY 21 Semanas Tratados;6;PBS;4,807,770,979;6,817,465,583;3,664,705,409;1,189,540,525;4
3155;WKY 21 Semanas Tratados;6;PBS;4,766,780,476;7,425,073,914;364,912,851;11,863,582;5
3156;WKY 21 Semanas Tratados;6;PBS;4,986,585,214;8,805,623,239;3,864,112,645;1,197,947,767;6
3157;WKY 21 Semanas Tratados;6;PBS;466,363,027;7,696,938,583;3,850,945,398;1,199,248,803;7
3158;WKY 21 Semanas Tratados;6;PBS;4,974,971,823;9,645,156,039;3,865,315,036;1,201,469,674;8
3159;WKY 21 Semanas Tratados;6;PBS;4,874,553,716;7,602,596,698;3,570,770,737;1,205,169,927;9
3160;WKY 21 Semanas Tratados;6;PBS;4,317,123,908;5,642,487,966;3,837,222,182;1,202,507,744;10
3161;WKY 21 Semanas Tratados;6;PBS;4,836,411,429;862,571,566;3,830,344,218;1,211,530,392;11
3162;WKY 21 Semanas Tratados;6;PBS;490,048;9,819,823,743;3,889,802,633;1,198,781,304;12
3163;WKY 21 Semanas Tratados;6;PBS;42.03;8,897,039,865;3,778,189,756;1,209,619,283;13
3164;WKY 21 Semanas Tratados;6;PBS;4,514,089,047;7,543,017,965;3,977,166,935;1,212,320,748;14
3165;WKY 21 Semanas Tratados;6;PBS;474,165,893;8,013,549,456;3,720,826,935;1,204,661,861;15
3166;WKY 21 Semanas Tratados;6;3 ug/kg;3,347,475,682;7,948,776,406;3,967,698,017;1,248,771,013;1
3167;WKY 21 Semanas Tratados;6;3 ug/kg;4,606,496,875;9,071,043,178;3,842,191,161;12,406,682;2
3168;WKY 21 Semanas Tratados;6;3 ug/kg;437,242;9,499,309,723;370,524,077;1,228,869,732;3
3169;WKY 21 Semanas Tratados;6;3 ug/kg;3,723,205,349;4,497,871,693;3,646,624,056;1,230,256,919;4
3170;WKY 21 Semanas Tratados;6;3 ug/kg;4,469,247,475;834,478,752;3,874,185,277;1,233,196,778;5
3171;WKY 21 Semanas Tratados;6;3 ug/kg;421,770,875;7,104,851,817;3,900,850,579;1,237,952,256;6
3172;WKY 21 Semanas Tratados;6;3 ug/kg;4,086,320,861;6,702,448,197;4,010,193,326;1,234,100,779;7
3173;WKY 21 Semanas Tratados;6;3 ug/kg;4,709,482,609;8,660,587,438;3,873,381,167;1,233,683,413;8
3174;WKY 21 Semanas Tratados;6;3 ug/kg;444,924,449;7,794,038,974;3,782,599,408;1,226,671,643;9
3175;WKY 21 Semanas Tratados;6;3 ug/kg;4,168,406,341;7,388,879,102;3,876,815,759;1,233,810,395;10
3176;WKY 21 Semanas Tratados;6;3 ug/kg;4,792,160,187;8,479,828,738;3,830,124,246;1,245,430,938;11
3177;WKY 21 Semanas Tratados;6;3 ug/kg;46,599;9,013,850,678;3,933,516,125;1,240,671,498;12
3178;WKY 21 Semanas Tratados;6;3 ug/kg;4,097,627;7,227,367,705;3,884,986,134;124,758,643;13
3179;WKY 21 Semanas Tratados;6;3 ug/kg;4,555,001,971;8,544,650,202;390,417,558;1,237,112,741;14
3180;WKY 21 Semanas Tratados;6;3 ug/kg;4,579,696,667;7,364,240,344;3,851,081,182;1,250,205,188;15
3181;WKY 21 Semanas Tratados;6;10 ug/kg;3,423,078,824;8,082,748,129;4,064,321,982;1,384,721,691;1
3182;WKY 21 Semanas Tratados;6;10 ug/kg;3,742,271,375;4,349,183,719;4,124,185,182;1,419,859,824;2
3183;WKY 21 Semanas Tratados;6;10 ug/kg;3,696,939,326;7,689,130,275;4,040,325,052;1,362,115,432;3
3184;WKY 21 Semanas Tratados;6;10 ug/kg;3,737,522,233;7,577,800,017;368,295,008;129,887,373;4
3185;WKY 21 Semanas Tratados;6;10 ug/kg;3,815,244,261;9,720,390,068;4,008,370,301;1,290,164,433;5
3186;WKY 21 Semanas Tratados;6;10 ug/kg;3,716,830,458;7,252,336,237;4,063,905,548;1,265,170,918;6
3187;WKY 21 Semanas Tratados;6;10 ug/kg;3,476,575,755;6,248,613,025;3,974,022,855;1,272,734,225;7
3188;WKY 21 Semanas Tratados;6;10 ug/kg;402,118,975;8,711,594,443;4,092,573,857;1,267,742,906;8
3189;WKY 21 Semanas Tratados;6;10 ug/kg;4,050,352,451;8,147,230,198;4,037,159,768;1,261,614,648;9
3190;WKY 21 Semanas Tratados;6;10 ug/kg;3,812,373,423;7,835,518,846;3,752,591,145;1,258,761,105;10
3191;WKY 21 Semanas Tratados;6;10 ug/kg;4,299,454,982;9,468,443,548;3,629,532,487;1,265,307,251;11
3192;WKY 21 Semanas Tratados;6;10 ug/kg;4,062,416,033;7,736,353,285;3,794,817,088;126,269,881;12
3193;WKY 21 Semanas Tratados;6;10 ug/kg;350,429,227;4,031,768,575;3,915,721,002;1,259,604,637;13
3194;WKY 21 Semanas Tratados;6;10 ug/kg;3,925,971,534;6,740,331,856;3,936,580,964;125,514,897;14
3195;WKY 21 Semanas Tratados;6;10 ug/kg;3,965,582,956;6,304,165,861;4,022,315,902;1,255,432,198;15
3196;WKY 21 Semanas Tratados;6;30 ug/kg;279,878;7,891,930,744;4,154,792;1,956,967,689;1
3197;WKY 21 Semanas Tratados;6;30 ug/kg;2,715,006,076;7,177,553,962;4,091,493,388;2,703,387,413;2
3198;WKY 21 Semanas Tratados;6;30 ug/kg;2,874,661,775;8,164,244,057;3,832,683,585;212,383,211;3
3199;WKY 21 Semanas Tratados;6;30 ug/kg;2,753,724,932;7,541,040,374;3,873,771,432;1,644,898,862;4
3200;WKY 21 Semanas Tratados;6;30 ug/kg;2,699,346,228;6,647,185,886;4,047,618,517;1,403,289,553;5
3201;WKY 21 Semanas Tratados;6;30 ug/kg;291,278;8,517,001,604;3,999,577,596;1,319,807,793;6
3202;WKY 21 Semanas Tratados;6;30 ug/kg;2,706,647,424;5,605,166,916;3,993,925,407;1,275,283,717;7
3203;WKY 21 Semanas Tratados;6;30 ug/kg;2,823,730,851;770,429,996;381,660,364;1,248,150,329;8
3204;WKY 21 Semanas Tratados;6;30 ug/kg;2,847,031,277;8,028,352,825;3,661,496,548;1,231,001,725;9
3205;WKY 21 Semanas Tratados;6;30 ug/kg;2,767,682,548;6,335,884,898;4,020,785,378;1,224,296,321;10
3206;WKY 21 Semanas Tratados;6;30 ug/kg;279,416,742;6,557,151,711;3,886,962,328;1,211,793,853;11
3207;WKY 21 Semanas Tratados;6;30 ug/kg;2,780,230,172;6,332,055,728;4,261,644,892;120,218,163;12
3208;WKY 21 Semanas Tratados;6;30 ug/kg;2,891,332,623;7,475,766,276;4,079,942,793;1,212,656,678;13
3209;WKY 21 Semanas Tratados;6;30 ug/kg;2,920,001,515;8,024,139,417;3,865,116,688;1,212,947,324;14
3210;WKY 21 Semanas Tratados;6;30 ug/kg;2,887,510,349;7,697,196,711;3,968,332,511;12,004,647;15
3211;WKY 21 Semanas Tratados;6;100 ug/kg;2,107,271,132;2,157,564,627;439,992,912;3,290,339,241;1
3212;WKY 21 Semanas Tratados;6;100 ug/kg;2,554,520,297;2,870,212,769;4,112,487,309;490,936,551;2
3213;WKY 21 Semanas Tratados;6;100 ug/kg;2,485,658,256;5,603,953,741;4,118,843,886;4,447,892,409;3
3214;WKY 21 Semanas Tratados;6;100 ug/kg;1,766,845,263;1,568,248,878;3,655,918,836;3,259,484,771;4
3215;WKY 21 Semanas Tratados;6;100 ug/kg;2,141,894,164;3,610,771,596;3,808,428,951;2,440,678,483;5
3216;WKY 21 Semanas Tratados;6;100 ug/kg;229,093,625;6,315,650,424;4,445,154,804;1,920,064,211;6
3217;WKY 21 Semanas Tratados;6;100 ug/kg;2,047,052,195;5,658,197,788;4,044,624,289;1,682,319,159;7
3218;WKY 21 Semanas Tratados;6;100 ug/kg;2,216,425,515;6,123,988,595;375,639,181;1,551,082,394;8
3219;WKY 21 Semanas Tratados;6;100 ug/kg;2,346,736,251;6,679,804,322;4,432,671,993;1,399,597,389;9
3220;WKY 21 Semanas Tratados;6;100 ug/kg;219,702;6,311,003,215;3,535,406,172;1,353,941,238;10
3221;WKY 21 Semanas Tratados;6;100 ug/kg;2,536,505,051;7,374,445,171;4,533,289,204;1,291,113,626;11
3222;WKY 21 Semanas Tratados;6;100 ug/kg;23.67;6,849,688,806;3,993,104,452;1,258,356,395;12
3223;WKY 21 Semanas Tratados;6;100 ug/kg;243,556;6,859,158,196;4,254,618,775;1,246,011,393;13
3224;WKY 21 Semanas Tratados;6;100 ug/kg;2,206,428,471;5,457,801,789;4,107,651,832;1,235,749,823;14
3225;WKY 21 Semanas Tratados;6;100 ug/kg;242,874;71,246,181;3,754,804,258;1,234,940,216;15
3226;WKY 21 Semanas Tratados;7;PBS;3,525,319,559;8,107,301,657;3,773,936,478;1,109,117,879;1
3227;WKY 21 Semanas Tratados;7;PBS;4,155,571,143;7,376,988,378;4,292,722,516;1,100,313,249;2
3228;WKY 21 Semanas Tratados;7;PBS;4,422,809,779;1,006,392,704;3,366,428,555;1,129,818,586;3
3229;WKY 21 Semanas Tratados;7;PBS;3,762,499,858;5,709,284,153;3,745,833,413;1,128,889,774;4
